raw_text;law_id;record_id;decisions_title_bcs;decisions_title
Rezultati glasanja 09.02.2016 12:30:49 Dom: Dom naroda Sjednica: 14. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka 4: Glasanje 0: Prijedlog zakona o izmjeni 1 dopuni Zakona o ministarstvima 1 drugim organima uprave BiH (prvo citanje) Tip glasanja: Prvi krug PROTIV 0 'SUZDRZAN {0 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH NIJE PRISUTAN Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH NIJE PRISUTAN Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH ZA Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS ZA Dragutin Rodic Delegat RS ZA Nebojsa Radmanovic Delegat RS ZA Sredoje Novic Delegat RS ZA Darko Babalj Delegat RS ZA ——————U__ZA__\ PROTIV | SUZDRZAN | NIJE PRISUTAN |___UKUPNO_—_— FBH BO 02 Bo BS SO s UKUPNO) BO 0 20 BO;51063;131616; Prijedlog zakona o izmjeni 1 dopuni Zakona o ministarstvima 1 drugim organima uprave BiH (prvo citanje) ;Bill Amending 1 Supplement to the Law on Ministries 1 to Other Bodies of the Government of BiH (first reading)
Rezultati glasanja 02.03.2016 12:48:44 Dom: Dom naroda Sjednica: 15. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka 5: Glasanje 0: Prijedlog zakona o izmjeni 1 dopuni Zakona o ministarstvima 1 drugim organima uprave BiH (drugo citanje) Tip glasanja: Prvi krug A 9 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH SUZDRZAN Sifet Podzic Delegat FBiH ZA Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH NIJE PRISUTAN Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH ZA Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH NIJE PRISUTAN Ognjen Tadic Delegat RS ZA Dragutin Rodic Delegat RS PROTIV Nebojsa Radmanovic Delegat RS PROTIV Sredoje Novic Delegat RS PROTIV Darko Babalj Delegat RS ZA —————U__ZA__—\9 PROTIV _| SUZDRZAN | NIJE PRISUTAN | __UKUPNO_—_— FBH PT TI B BS AB s UKUPNO) 9 320 BO;51063;133528; Prijedlog zakona o izmjeni 1 dopuni Zakona o ministarstvima 1 drugim organima uprave BiH (drugo citanje) ;Bill Amending 1 Supplement to the Law on Ministries 1 to Other Bodies of the BiH Administration (Second reading)
Rezultati glasanja 02.03.2016 13:01:46 Dom: Dom naroda Sjednica: 15. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka /: Glasanje 0: Prijedlog zakona o izmjenama 1 dopunama Zakona o sluzbi u Oruzanim snagama Bosne 1 Hercegovine (prvo citanje) Tip glasanja: Prvi krug PROTIV 0 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH SUZDRZAN Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH NIJE PRISUTAN Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH SUZDRZAN Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH NIJE PRISUTAN Ognjen Tadic Delegat RS ZA Dragutin Rodic Delegat RS ZA Nebojsa Radmanovic Delegat RS SUZDRZAN Sredoje Novic Delegat RS ZA Darko Babalj Delegat RS ZA —————U__ZA__—\9 PROTIV _| SUZDRZAN | NIJE PRISUTAN | __UKUPNO_—_— FBiH} 6 A AB RS PAO da s UKUPNO) 10 0 3 20 BO;51086;133538; Prijedlog zakona o izmjenama 1 dopunama Zakona o sluzbi u Oruzanim snagama Bosne 1 Hercegovine (prvo citanje) ;Bill Amending 1 Supplement to the Law on Service in the Armed Forces of Bosnia and Herzegovina (First reading)
Rezultati glasanja 27.04.2016 12:20:50 Dom: Dom naroda Sjednica: 18. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka 2: Glasanje 0: amandmanu delegata Sifeta Podzica Tip glasanja: Prvi krug 'SUZDRZAN {0 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH ZA Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH NIJE PRISUTAN Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH ZA Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS ZA Dragutin Rodic Delegat RS PROTIV Nebojsa Radmanovic Delegat RS NIJE PRISUTAN Sredoje Novic Delegat RS PROTIV Darko Babalj Delegat RS ZA ——————U__ZA__\ PROTIV_| SUZDRZAN |_ NIJE PRISUTAN | UKUPNO _—_— FB 9 O 0 dP 9 RS 220 dP 4 UKUPNO) 11202 BO;51086;138694; amandmanu delegata Sifeta Podzica ;amendment by delegate Sifet Podzic
Rezultati glasanja 27.04.2016 12:21:47 Dom: Dom naroda Sjednica: 18. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka 2: Glasanje 0: Prijedlogu zakona o izmjenama 1 dopunama Zakona o sluzbi u Oruzanim snagama BiH, u drugom citanju Tip glasanja: Prvi krug 'SUZDRZAN {0 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH ZA Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH NIJE PRISUTAN Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH ZA Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS ZA Dragutin Rodic Delegat RS PROTIV Nebojsa Radmanovic Delegat RS NIJE PRISUTAN Sredoje Novic Delegat RS PROTIV Darko Babalj Delegat RS ZA ——————U__ZA__\ PROTIV_| SUZDRZAN |_NIJE PRISUTAN | UKUPNO _—_— FBHP 9 O 0 dP 9 RS 220 dP dA UKUPNO) IO 20 BO;51086;138695; Prijedlogu zakona o izmjenama 1 dopunama Zakona o sluzbi u Oruzanim snagama BiH, u drugom citanju ;Bill Amending 1 Amendments to the Law on Service in the Armed Forces of BiH, in the second reading
Rezultati glasanja 27.04.2016 12:23:53 Dom: Dom naroda Sjednica: 18. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka 2: Glasanje 0: Prijedlogu clanova Zajednicke komisije za usaglasavanje teksta zakona Tip glasanja: Prvi krug PROTIV 0 'SUZDRZAN——{—————_0 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH ZA Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH NIJE PRISUTAN Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH ZA Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS ZA Dragutin Rodic Delegat RS ZA Nebojsa Radmanovic Delegat RS NIJE PRISUTAN Sredoje Novic Delegat RS ZA Darko Babalj Delegat RS ZA —————\U__ZA_—\9 PROTIV _| SUZDRZAN |_ NIJE PRISUTAN | UKUPNO_—_—_ FBI dP 9 KO I I I I I I TE UKUPNO) BO 02 BO;51086;138697; Prijedlogu clanova Zajednicke komisije za usaglasavanje teksta zakona ;Proposal by the members of the Joint Commission to harmonize the text of the law
Rezultati glasanja 27.05.2016 12:14:37 Dom: Dom naroda Sjednica: 19. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka: 17 Glasanje 0: Izvjestaju Zajednicke komisije oba doma za postizanje identicnog teksta Zakona o izmjenama 1 dopunama Zakona o sluzbi u Oruzanim snagama Bosne 1 Hercegovine Tip glasanja: Prvi krug 'SUZDRZAN {0 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH ZA Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH NIJE PRISUTAN Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH NIJE PRISUTAN Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS ZA Dragutin Rodic Delegat RS PROTIV Nebojsa Radmanovic Delegat RS PROTIV Sredoje Novic Delegat RS NIJE PRISUTAN Darko Babalj Delegat RS ZA ——————U__ZA__—\9 PROTIV _| SUZDRZAN | NIJE PRISUTAN | UKUPNO_—_— FBiH} BO 0 AB BS AA 0 dd UKUPNO) 10 20 3;51086;141189; Izvjestaju Zajednicke komisije oba doma za postizanje identicnog teksta Zakona o izmjenama 1 dopunama Zakona o sluzbi u Oruzanim snagama Bosne 1 Hercegovine ;Report from the Joint Commission of both Houses to achieve the identical text of the Law on Amendments 1 to the Law on Service in the Armed Forces of Bosnia and Herzegovina
"Rezultati glasanja 30.12.2015 15:09:43 Dom: Dom naroda Sjednica: 13. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka 2: Glasanje 0: Prijedlog zakona o Budzetu institucija BIH 1 medunarodnih obaveza BIH za 2016. godinu, dostavljen od Predstavnickog doma Parlamentarne skupstine BiH, broj: 01-50-1-15-22/15, od 30.12.2015.; Tip glasanja: Prvi krug |'SUZDRZAN 0 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH PROTIV Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH ZA Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH NIJE PRISUTAN Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS ZA Dragutin Rodic Delegat RS PROTIV Nebojsa Radmanovic Delegat RS PROTIV Sredoje Novic Delegat RS NIJE PRISUTAN Darko Babalj Delegat RS ZA ——————U__ZA__—\9 PROTIV _| SUZDRZAN | NIJE PRISUTAN | UKUPNO_—_— FBiH BI dP 9 BS AA 0 dd UKUPNO) 10 | 30 20 BO";51101;128393;" Prijedlog zakona o Budzetu institucija BIH 1 medunarodnih obaveza BIH za 2016. godinu, dostavljen od Predstavnickog doma Parlamentarne skupstine BiH, broj: 01-50-1-15-22/15, od 30.12.2015.; ";"Proposal of the Law on the Budget of the Institutions of BiH 1 of BiH's International Obligations for 2016, submitted by the House of Representatives of the BiH Parliamentary Assembly, No: 01-50-1-15-22 / 15, dated 30 December 2015;"
Rezultati glasanja 30.12.2015 15:10:49 Dom: Dom naroda Sjednica: 13. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka 2: Glasanje 0: prijedlogu Kolegija da se u skladu s odredbom clana 103 stav(4) Poslovnika Doma naroda, Prijedlog zakona o budzetu institucija BIH 1 medunarodnih obaveza BIH za 2016. godinu odmah razmatra 1 u drugom citanju Tip glasanja: Prvi krug |'SUZDRZAN 0 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH PROTIV Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH ZA Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH NIJE PRISUTAN Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS ZA Dragutin Rodic Delegat RS PROTIV Nebojsa Radmanovic Delegat RS PROTIV Sredoje Novic Delegat RS NIJE PRISUTAN Darko Babalj Delegat RS ZA ZA PROTIV_| SUZDRZAN |_ NIJE PRISUTAN | UKUPNO _—_— FB BIO dP 9 RS AA 0 dd UKUPNO) 10 302 BO;51101;128394; prijedlogu Kolegija da se u skladu s odredbom clana 103 stav(4) Poslovnika Doma naroda, Prijedlog zakona o budzetu institucija BIH 1 medunarodnih obaveza BIH za 2016. godinu odmah razmatra 1 u drugom citanju ;the proposal of the College that, in accordance with the provision of Article 103 paragraph (4) of the Rules of Procedure of the House of Peoples, the Draft Law on the Budget of the Institutions of BiH 1 of BiH's International Obligations for 2016 shall be immediately considered 1 in the second reading
Rezultati glasanja 30.12.2015 15:11:44 Dom: Dom naroda Sjednica: 13. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka 2: Glasanje 0: Prijedlogu zakona o budzetu institucija BIH 1 medunarodnih obaveza BIH za 2016. godinu u drugom citanju Tip glasanja: Prvi krug 'SUZDRZAN {0 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH PROTIV Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH ZA Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH NIJE PRISUTAN Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS ZA Dragutin Rodic Delegat RS PROTIV Nebojsa Radmanovic Delegat RS PROTIV Sredoje Novic Delegat RS NIJE PRISUTAN Darko Babalj Delegat RS ZA ——————U__ZA__—\9 PROTIV _| SUZDRZAN | NIJE PRISUTAN | UKUPNO_—_— FBiH BI dP 9 BS AA 0 dd UKUPNO) 10 30 20 BO;51101;128395; Prijedlogu zakona o budzetu institucija BIH 1 medunarodnih obaveza BIH za 2016. godinu u drugom citanju ;Proposal for a Law on the Budget of the Institutions of Bosnia and Herzegovina 1 of BiH's International Obligations for 2016 in the Second Reading
Rezultati glasanja 09.02.2016 12:35:34 Dom: Dom naroda Sjednica: 14. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka 5: Glasanje 0: Prijedlog zakona o izmjenama 1 dopunama Zakona o upravi (prvo citanje) Tip glasanja: Prvi krug PROTIV —————————_0 'SUZDRZAN—————0 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH ZA Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH NIJE PRISUTAN Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH NIJE PRISUTAN Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS ZA Dragutin Rodic Delegat RS ZA Nebojsa Radmanovic Delegat RS ZA Sredoje Novic Delegat RS ZA Darko Babalj Delegat RS ZA —————U__ZA_—\9 PROTIV | SUZDRZAN | NIJE PRISUTAN | UKUPNO_—_—_ FBiH} B O 0 AB BS S 0 as UKUPNO) 1300 2 BO;51124;131624; Prijedlog zakona o izmjenama 1 dopunama Zakona o upravi (prvo citanje) ;Amendment Bill 1 to the Administration Act (first reading)
Rezultati glasanja 27.05.2016 12:00:30 Dom: Dom naroda Sjednica: 19. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka: 12 Glasanje 0: misljenju Ustavnopravne komisije Doma naroda na Prijedlog zakona o izmjeni Krivicnog zakona Bosne 1 Hercegovine Tip glasanja: Prvi krug A 9 'SUZDRZAN {0 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH ZA Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH NIJE PRISUTAN Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH ZA Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS PROTIV Dragutin Rodic Delegat RS PROTIV Nebojsa Radmanovic Delegat RS PROTIV Sredoje Novic Delegat RS PROTIV Darko Babalj Delegat RS PROTIV ——————U__ZA__\ PROTIV_| SUZDRZAN |_NIJE PRISUTAN | UKUPNO _—_— FBHP 9 O 0 dP 9 BS OS 00 s 'ukUPNO 9 Us 1 o TU u UM;51126;141183; misljenju Ustavnopravne komisije Doma naroda na Prijedlog zakona o izmjeni Krivicnog zakona Bosne 1 Hercegovine ;Opinion of the Constitutional Commission of the House of Peoples on the Proposal of the Law on Amendments to the Criminal Code of Bosnia and Herzegovina
Rezultati glasanja 27.05.2016 12:01:08 Dom: Dom naroda Sjednica: 19. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka: 12 Glasanje 0: misljenju Ustavnopravne komisije Doma naroda na Prijedlog zakona o izmjeni Krivicnog zakona Bosne 1 Hercegovine Tip glasanja: Drugi krug A 9 'SUZDRZAN {0 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH ZA Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH NIJE PRISUTAN Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH ZA Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS PROTIV Dragutin Rodic Delegat RS PROTIV Nebojsa Radmanovic Delegat RS PROTIV Sredoje Novic Delegat RS PROTIV Darko Babalj Delegat RS PROTIV ——————U__ZA__\ PROTIV_| SUZDRZAN |_NIJE PRISUTAN | UKUPNO _—_— FBHP 9 O 0 dP 9 BS OS 00 s 'ukUPNO 9 Us 1 o TU u UM;51126;141184; misljenju Ustavnopravne komisije Doma naroda na Prijedlog zakona o izmjeni Krivicnog zakona Bosne 1 Hercegovine ;Opinion of the Constitutional Commission of the House of Peoples on the Proposal of the Law on Amendments to the Criminal Code of Bosnia and Herzegovina
Rezultati glasanja 16.06.2016 13:38:51 Dom: Dom naroda Sjednica: 20. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka 6 Glasanje 0: Misljenje Ustavnopravne komisije Doma naroda na Prijedlog zakona o izmjeni Krivicnog zakona Bosne 1 Hercegovine Tip glasanja: Prvi krug |'SUZDRZAN 0 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH ZA Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH ZA Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH ZA Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS PROTIV Dragutin Rodic Delegat RS PROTIV Nebojsa Radmanovic Delegat RS PROTIV Sredoje Novic Delegat RS PROTIV Darko Babalj Delegat RS PROTIV —————U__ZA__—\9 PROTIV _| SUZDRZAN | NIJE PRISUTAN | __UKUPNO_—_— FBiH 0 Om BS OS 0 s UKUPNO) 10 S 0 0 ds;51126;142584; Misljenje Ustavnopravne komisije Doma naroda na Prijedlog zakona o izmjeni Krivicnog zakona Bosne 1 Hercegovine ;Opinion of the Constitutional Commission of the House of Peoples on the Proposal of the Law on Amendments to the Criminal Code of Bosnia and Herzegovina
Rezultati glasanja 16.06.2016 13:39:38 Dom: Dom naroda Sjednica: 20. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka 6 Glasanje 0: Misljenje Ustavnopravne komisije Doma naroda na Prijedlog zakona o izmjeni Krivicnog zakona Bosne 1 Hercegovine Tip glasanja: Drugi krug |'SUZDRZAN 0 Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH ZA Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH ZA Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH ZA Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS PROTIV Dragutin Rodic Delegat RS PROTIV Nebojsa Radmanovic Delegat RS PROTIV Sredoje Novic Delegat RS PROTIV Darko Babalj Delegat RS PROTIV ——————U__ZA__\ PROTIV | SUZDRZAN | NIJE PRISUTAN |___UKUPNO_—_— FB O 0 0 o BS OS 00 s UKUPNO) 10 S 0 0 ds;51126;142585; Misljenje Ustavnopravne komisije Doma naroda na Prijedlog zakona o izmjeni Krivicnog zakona Bosne 1 Hercegovine ;Opinion of the Constitutional Commission of the House of Peoples on the Proposal of the Law on Amendments to the Criminal Code of Bosnia and Herzegovina
Rezultati glasanja 27.05.2016 12:03:44 Dom: Dom naroda Sjednica: 19. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka: 13 Glasanje 0: misljenju Ustavnopravne komisije Doma naroda na Prijedlog zakona o Ustavnom sudu Bosne 1 Hercegovine Tip glasanja: Ponovljeno (Prvi krug) Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH ZA Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH NIJE PRISUTAN Barisa Colak Delegat FBiH SUZDRZAN Martin Raguz Delegat FBiH SUZDRZAN Mario Karamatic Delegat FBiH SUZDRZAN Zdenka Dzambas Delegat FBiH SUZDRZAN Ljilja Zovko Delegat FBiH SUZDRZAN Ognjen Tadic Delegat RS PROTIV Dragutin Rodic Delegat RS PROTIV Nebojsa Radmanovic Delegat RS PROTIV Sredoje Novic Delegat RS PROTIV Darko Babalj Delegat RS PROTIV ——————U__ZA__\ PROTIV_| SUZDRZAN |_NIJE PRISUTAN | UKUPNO _—_— sa a To TD s TOD a BS OS 00 s;51128;141185; misljenju Ustavnopravne komisije Doma naroda na Prijedlog zakona o Ustavnom sudu Bosne 1 Hercegovine ;Opinion of the Constitutional Commission of the House of Peoples on the Proposal of the Law on the Constitutional Court of Bosnia and Herzegovina
Rezultati glasanja 16.06.2016 14:26:50 Dom: Dom naroda Sjednica: 20. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka 7 Glasanje 0: Misljenje Ustavnopravne komisije Doma naroda na Prijedlog zakona o Ustavnom sudu Bosne 1 Hercegovine Tip glasanja: Prvi krug AD PROTIV ————————_—G |'SUZDRZAN O Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH ZA Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH ZA Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH ZA Mario Karamatic Delegat FBiH PROTIV Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS PROTIV Dragutin Rodic Delegat RS PROTIV Nebojsa Radmanovic Delegat RS PROTIV Sredoje Novic Delegat RS PROTIV Darko Babalj Delegat RS PROTIV —————U__ZA__—\9 PROTIV _| SUZDRZAN | NIJE PRISUTAN | __UKUPNO_—_— FBiH 90 O a BS OS 0 s UKUPNO) 9 60 0 ds;51128;142589; Misljenje Ustavnopravne komisije Doma naroda na Prijedlog zakona o Ustavnom sudu Bosne 1 Hercegovine ;Opinion of the Constitutional Commission of the House of Peoples on the Proposal of the Law on the Constitutional Court of Bosnia and Herzegovina
Rezultati glasanja 16.06.2016 14:27:32 Dom: Dom naroda Sjednica: 20. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka 7 Glasanje 0: Misljenje Ustavnopravne komisije Doma naroda na Prijedlog zakona o Ustavnom sudu Bosne 1 Hercegovine Tip glasanja: Drugi krug AD PROTIV ————————_—G |'SUZDRZAN O Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH ZA Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH ZA Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH ZA Mario Karamatic Delegat FBiH PROTIV Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS PROTIV Dragutin Rodic Delegat RS PROTIV Nebojsa Radmanovic Delegat RS PROTIV Sredoje Novic Delegat RS PROTIV Darko Babalj Delegat RS PROTIV —————U__ZA__—\9 PROTIV _| SUZDRZAN | NIJE PRISUTAN | __UKUPNO_—_— FBiH 90 O a BS OS 0 s UKUPNO) 9 60 0 ds;51128;142590; Misljenje Ustavnopravne komisije Doma naroda na Prijedlog zakona o Ustavnom sudu Bosne 1 Hercegovine ;Opinion of the Constitutional Commission of the House of Peoples on the Proposal of the Law on the Constitutional Court of Bosnia and Herzegovina
Rezultati glasanja 31.08.2016 12:39:33 Dom: Dom naroda Sjednica: 22. sjednica Doma naroda Parlamentarne skupstine Bosne 1 Hercegovine Nacin glasanja: = otvoreno Redni broj: Tacka 7 Glasanje 0: Prijedlog zakona o izmjenama 1 dopunama Zakona o osnovama sigurnosti saobracaja na putevima u Bosni 1 Hercegovini (prvo citanje) Tip glasanja: Prvi krug PROTIV ———————————_0 |'SUZDRZAN O Sead Kadic Delegat FBiH ZA Halid Genjac Delegat FBiH ZA Sifet Podzic Delegat FBiH ZA Safet Softic Delegat FBiH ZA Fahrudin Radoncic Delegat FBiH ZA Barisa Colak Delegat FBiH ZA Martin Raguz Delegat FBiH ZA Mario Karamatic Delegat FBiH ZA Zdenka Dzambas Delegat FBiH ZA Ljilja Zovko Delegat FBiH ZA Ognjen Tadic Delegat RS ZA Dragutin Rodic Delegat RS ZA Nebojsa Radmanovic Delegat RS ZA Sredoje Novic Delegat RS ZA Darko Babalj Delegat RS ZA ——————U__ZA__\ PROTIV_| SUZDRZAN |_NIJE PRISUTAN | UKUPNO _—_— FB 0 0 o BS SO a s UKUPNO) 15 00 0 ds;51147;147844; Prijedlog zakona o izmjenama 1 dopunama Zakona o osnovama sigurnosti saobracaja na putevima u Bosni 1 Hercegovini (prvo citanje) ;Proposal for a Law on Amendments to 1 Amendments to the Law on Basics of Road Traffic Safety in Bosnia and Herzegovina (first reading)
